eval_idx,cluster,dp,mp,sp,pp,sharded,active-chunks-per-dimension,preferred-dataset-splits,collective-optimization,inter-node-bw,intra-node-bw,batch_size,exec_time,is_oom,objective_0,objective_1
589,cl2,1,16,1,2,True,1,1,baseline,200,900,8,1873.6638175964356,False,3.2726916701909126,4.468347330412158
590,cl2,1,16,1,2,True,1,1,baseline,200,900,16,3734.1320297241214,False,3.5721896694692257,4.468347330412158
591,cl2,1,16,1,2,True,1,1,baseline,200,900,24,5594.603260803223,False,3.7477692941256513,4.468347330412158
592,cl2,1,16,1,2,True,1,1,baseline,200,600,8,1871.341891479492,False,3.2721531397279313,4.296665190261531
593,cl2,1,16,1,2,True,1,1,baseline,200,600,16,3729.65552444458,False,3.5716687216903353,4.296665190261531
594,cl2,1,16,1,2,True,1,1,baseline,200,600,24,5587.97304611206,False,3.747254302604451,4.296665190261531
595,cl2,1,16,1,2,True,1,1,baseline,100,900,8,2275.3791023254394,False,3.357053765094976,4.463892988985907
596,cl2,1,16,1,2,True,1,1,baseline,100,900,16,4512.505730438233,False,3.6544177664253206,4.463892988985907
597,cl2,1,16,1,2,True,1,1,baseline,100,900,24,6756.543212127685,False,3.8297245586825417,4.463892988985907
598,cl2,1,16,1,2,True,1,1,baseline,100,600,8,2279.5577293395995,False,3.357850595097386,4.290034611362518
599,cl2,1,16,1,2,True,1,1,baseline,100,600,16,4519.7071884155275,False,3.6551102997285154,4.290034611362518
600,cl2,1,16,1,2,True,1,1,baseline,100,600,24,6767.154331970215,False,3.830406081132316,4.290034611362518
601,cl2,1,16,1,2,True,2,1,localBWAware,200,900,8,1873.6638175964356,False,3.2726916701909126,4.468347330412158
602,cl2,1,16,1,2,True,2,1,localBWAware,200,900,16,3734.1320297241214,False,3.5721896694692257,4.468347330412158
603,cl2,1,16,1,2,True,2,1,localBWAware,200,900,24,5594.603260803223,False,3.7477692941256513,4.468347330412158
604,cl2,1,16,1,2,True,2,1,localBWAware,200,600,8,1871.341891479492,False,3.2721531397279313,4.296665190261531
605,cl2,1,16,1,2,True,2,1,localBWAware,200,600,16,3729.65552444458,False,3.5716687216903353,4.296665190261531
606,cl2,1,16,1,2,True,2,1,localBWAware,200,600,24,5587.97304611206,False,3.747254302604451,4.296665190261531
607,cl2,1,16,1,2,True,2,1,localBWAware,100,900,8,2275.3791023254394,False,3.357053765094976,4.463892988985907
608,cl2,1,16,1,2,True,2,1,localBWAware,100,900,16,4512.505730438233,False,3.6544177664253206,4.463892988985907
609,cl2,1,16,1,2,True,2,1,localBWAware,100,900,24,6756.543212127685,False,3.8297245586825417,4.463892988985907
610,cl2,1,16,1,2,True,2,1,localBWAware,100,600,8,2279.5577293395995,False,3.357850595097386,4.290034611362518
611,cl2,1,16,1,2,True,2,1,localBWAware,100,600,16,4519.7071884155275,False,3.6551102997285154,4.290034611362518
612,cl2,1,16,1,2,True,2,1,localBWAware,100,600,24,6767.154331970215,False,3.830406081132316,4.290034611362518
613,cl2,1,16,1,2,True,2,1,baseline,200,900,8,1873.6638175964356,False,3.2726916701909126,4.468347330412158
614,cl2,1,16,1,2,True,2,1,baseline,200,900,16,3734.1320297241214,False,3.5721896694692257,4.468347330412158
615,cl2,1,16,1,2,True,2,1,baseline,200,900,24,5594.603260803223,False,3.7477692941256513,4.468347330412158
616,cl2,1,16,1,2,True,2,1,baseline,200,600,8,1871.341891479492,False,3.2721531397279313,4.296665190261531
617,cl2,1,16,1,2,True,2,1,baseline,200,600,16,3729.65552444458,False,3.5716687216903353,4.296665190261531
618,cl2,1,16,1,2,True,2,1,baseline,200,600,24,5587.97304611206,False,3.747254302604451,4.296665190261531
619,cl2,1,16,1,2,True,2,1,baseline,100,900,8,2275.3791023254394,False,3.357053765094976,4.463892988985907
620,cl2,1,16,1,2,True,2,1,baseline,100,900,16,4512.505730438233,False,3.6544177664253206,4.463892988985907
621,cl2,1,16,1,2,True,2,1,baseline,100,900,24,6756.543212127685,False,3.8297245586825417,4.463892988985907
622,cl2,1,16,1,2,True,2,1,baseline,100,600,8,2279.5577293395995,False,3.357850595097386,4.290034611362518
623,cl2,1,16,1,2,True,2,1,baseline,100,600,16,4519.7071884155275,False,3.6551102997285154,4.290034611362518
624,cl2,1,16,1,2,True,2,1,baseline,100,600,24,6767.154331970215,False,3.830406081132316,4.290034611362518
625,cl2,1,16,2,1,True,1,1,localBWAware,200,900,8,1081.547582244873,False,3.0340456308040613,4.468347330412158
626,cl2,1,16,2,1,True,1,1,localBWAware,200,900,16,2040.944556427002,False,3.309831206987082,4.468347330412158
627,cl2,1,16,2,1,True,1,1,localBWAware,200,900,24,3000.3443870544434,False,3.477171106990766,4.468347330412158
628,cl2,1,16,2,1,True,1,1,localBWAware,200,600,8,1083.3043098449707,False,3.034750470957959,4.296665190261531
629,cl2,1,16,2,1,True,1,1,localBWAware,200,600,16,2045.8481346130372,False,3.310873392451695,4.296665190261531
630,cl2,1,16,2,1,True,1,1,localBWAware,200,600,24,3008.393277740479,False,3.4783346095752212,4.296665190261531
631,cl2,1,16,2,1,True,1,1,localBWAware,100,900,8,1433.624700164795,False,3.1564354749163077,4.463892988985907
632,cl2,1,16,2,1,True,1,1,localBWAware,100,900,16,2625.2325141906736,False,3.4191677744688365,4.463892988985907
633,cl2,1,16,2,1,True,1,1,localBWAware,100,900,24,3816.839669036865,False,3.5817039172676703,4.463892988985907
634,cl2,1,16,2,1,True,1,1,localBWAware,100,600,8,1433.9369178771972,False,3.1565300461571355,4.290034611362518
635,cl2,1,16,2,1,True,1,1,localBWAware,100,600,16,2622.5294975280763,False,3.4187203817241762,4.290034611362518
636,cl2,1,16,2,1,True,1,1,localBWAware,100,600,24,3811.121491241455,False,3.581052793467723,4.290034611362518
637,cl2,1,16,2,1,True,1,1,baseline,200,900,8,1081.547582244873,False,3.0340456308040613,4.468347330412158
638,cl2,1,16,2,1,True,1,1,baseline,200,900,16,2040.944556427002,False,3.309831206987082,4.468347330412158
639,cl2,1,16,2,1,True,1,1,baseline,200,900,24,3000.3443870544434,False,3.477171106990766,4.468347330412158
640,cl2,1,16,2,1,True,1,1,baseline,200,600,8,1083.3043098449707,False,3.034750470957959,4.296665190261531
641,cl2,1,16,2,1,True,1,1,baseline,200,600,16,2045.8481346130372,False,3.310873392451695,4.296665190261531
642,cl2,1,16,2,1,True,1,1,baseline,200,600,24,3008.393277740479,False,3.4783346095752212,4.296665190261531
643,cl2,1,16,2,1,True,1,1,baseline,100,900,8,1433.624700164795,False,3.1564354749163077,4.463892988985907
644,cl2,1,16,2,1,True,1,1,baseline,100,900,16,2625.2325141906736,False,3.4191677744688365,4.463892988985907
645,cl2,1,16,2,1,True,1,1,baseline,100,900,24,3816.839669036865,False,3.5817039172676703,4.463892988985907
646,cl2,1,16,2,1,True,1,1,baseline,100,600,8,1433.9369178771972,False,3.1565300461571355,4.290034611362518
647,cl2,1,16,2,1,True,1,1,baseline,100,600,16,2622.5294975280763,False,3.4187203817241762,4.290034611362518
648,cl2,1,16,2,1,True,1,1,baseline,100,600,24,3811.121491241455,False,3.581052793467723,4.290034611362518
649,cl2,1,16,2,1,True,2,1,localBWAware,200,900,8,1081.547582244873,False,3.0340456308040613,4.468347330412158
650,cl2,1,16,2,1,True,2,1,localBWAware,200,900,16,2040.944556427002,False,3.309831206987082,4.468347330412158
651,cl2,1,16,2,1,True,2,1,localBWAware,200,900,24,3000.3443870544434,False,3.477171106990766,4.468347330412158
652,cl2,1,16,2,1,True,2,1,localBWAware,200,600,8,1083.3043098449707,False,3.034750470957959,4.296665190261531
653,cl2,1,16,2,1,True,2,1,localBWAware,200,600,16,2045.8481346130372,False,3.310873392451695,4.296665190261531
654,cl2,1,16,2,1,True,2,1,localBWAware,200,600,24,3008.393277740479,False,3.4783346095752212,4.296665190261531
655,cl2,1,16,2,1,True,2,1,localBWAware,100,900,8,1433.624700164795,False,3.1564354749163077,4.463892988985907
656,cl2,1,16,2,1,True,2,1,localBWAware,100,900,16,2625.2325141906736,False,3.4191677744688365,4.463892988985907
657,cl2,1,16,2,1,True,2,1,localBWAware,100,900,24,3816.839669036865,False,3.5817039172676703,4.463892988985907
658,cl2,1,16,2,1,True,2,1,localBWAware,100,600,8,1433.9369178771972,False,3.1565300461571355,4.290034611362518
659,cl2,1,16,2,1,True,2,1,localBWAware,100,600,16,2622.5294975280763,False,3.4187203817241762,4.290034611362518
660,cl2,1,16,2,1,True,2,1,localBWAware,100,600,24,3811.121491241455,False,3.581052793467723,4.290034611362518
661,cl2,1,16,2,1,True,2,1,baseline,200,900,8,1081.547582244873,False,3.0340456308040613,4.468347330412158
662,cl2,1,16,2,1,True,2,1,baseline,200,900,16,2040.944556427002,False,3.309831206987082,4.468347330412158
663,cl2,1,16,2,1,True,2,1,baseline,200,900,24,3000.3443870544434,False,3.477171106990766,4.468347330412158
664,cl2,1,16,2,1,True,2,1,baseline,200,600,8,1083.3043098449707,False,3.034750470957959,4.296665190261531
665,cl2,1,16,2,1,True,2,1,baseline,200,600,16,2045.8481346130372,False,3.310873392451695,4.296665190261531
666,cl2,1,16,2,1,True,2,1,baseline,200,600,24,3008.393277740479,False,3.4783346095752212,4.296665190261531
667,cl2,1,16,2,1,True,2,1,baseline,100,900,8,1433.624700164795,False,3.1564354749163077,4.463892988985907
668,cl2,1,16,2,1,True,2,1,baseline,100,900,16,2625.2325141906736,False,3.4191677744688365,4.463892988985907
669,cl2,1,16,2,1,True,2,1,baseline,100,900,24,3816.839669036865,False,3.5817039172676703,4.463892988985907
670,cl2,1,16,2,1,True,2,1,baseline,100,600,8,1433.9369178771972,False,3.1565300461571355,4.290034611362518
671,cl2,1,16,2,1,True,2,1,baseline,100,600,16,2622.5294975280763,False,3.4187203817241762,4.290034611362518
672,cl2,1,16,2,1,True,2,1,baseline,100,600,24,3811.121491241455,False,3.581052793467723,4.290034611362518
673,cl2,1,32,1,1,True,1,1,localBWAware,200,900,8,1040.475203704834,False,3.0172317346942275,4.468347330412158
674,cl2,1,32,1,1,True,1,1,localBWAware,200,900,16,2069.1965354919435,False,3.315801742587426,4.468347330412158
675,cl2,1,32,1,1,True,1,1,localBWAware,200,900,24,3098.7239295959475,False,3.491182885954095,4.468347330412158
676,cl2,1,32,1,1,True,1,1,localBWAware,200,600,8,1082.340941619873,False,3.0343640867784494,4.296665190261531
677,cl2,1,32,1,1,True,1,1,localBWAware,200,600,16,2149.3082130432126,False,3.332298698239684,4.296665190261531
678,cl2,1,32,1,1,True,1,1,localBWAware,200,600,24,3218.2879508972164,False,3.5076248992692225,4.296665190261531
679,cl2,1,32,1,1,True,1,1,localBWAware,100,900,8,1255.7841819763182,False,3.0989150083260366,4.463892988985907
680,cl2,1,32,1,1,True,1,1,localBWAware,100,900,16,2481.2007316589356,False,3.3946619005581358,4.463892988985907
681,cl2,1,32,1,1,True,1,1,localBWAware,100,900,24,3713.62714920044,False,3.569798298118531,4.463892988985907
682,cl2,1,32,1,1,True,1,1,localBWAware,100,600,8,1297.6499198913575,False,3.1131575442625343,4.290034611362518
683,cl2,1,32,1,1,True,1,1,localBWAware,100,600,16,2561.3124092102053,False,3.408462553603649,4.290034611362518
684,cl2,1,32,1,1,True,1,1,localBWAware,100,600,24,3833.1911705017087,False,3.5835604791092046,4.290034611362518
685,cl2,1,32,1,1,True,1,1,baseline,200,900,8,1176.971559906006,False,3.0707659687694218,4.468347330412158
686,cl2,1,32,1,1,True,1,1,baseline,200,900,16,2198.281327056885,False,3.342083270876421,4.468347330412158
687,cl2,1,32,1,1,True,1,1,baseline,200,900,24,3219.5922660827637,False,3.5078008754838783,4.468347330412158
688,cl2,1,32,1,1,True,1,1,baseline,200,600,8,1218.8372978210448,False,3.08594573566388,4.296665190261531
689,cl2,1,32,1,1,True,1,1,baseline,200,600,16,2279.5994087219237,False,3.3578585356553465,4.296665190261531
690,cl2,1,32,1,1,True,1,1,baseline,200,600,24,3340.3626914978026,False,3.5237936244057124,4.296665190261531
691,cl2,1,32,1,1,True,1,1,baseline,100,900,8,1528.7769859313967,False,3.184344136266847,4.463892988985907
692,cl2,1,32,1,1,True,1,1,baseline,100,900,16,2752.986362457275,False,3.4398040600223814,4.463892988985907
693,cl2,1,32,1,1,True,1,1,baseline,100,900,24,3977.1963249206547,False,3.5995770294383984,4.463892988985907
694,cl2,1,32,1,1,True,1,1,baseline,100,600,8,1570.6427238464355,False,3.1960774067406463,4.290034611362518
695,cl2,1,32,1,1,True,1,1,baseline,100,600,16,2834.3044441223146,False,3.4524464977466773,4.290034611362518
696,cl2,1,32,1,1,True,1,1,baseline,100,600,24,4097.966750335693,False,3.612568430345236,4.290034611362518
697,cl2,1,32,1,1,True,2,1,localBWAware,200,900,8,1040.475203704834,False,3.0172317346942275,4.468347330412158
698,cl2,1,32,1,1,True,2,1,localBWAware,200,900,16,2069.1965354919435,False,3.315801742587426,4.468347330412158
699,cl2,1,32,1,1,True,2,1,localBWAware,200,900,24,3098.7239295959475,False,3.491182885954095,4.468347330412158
700,cl2,1,32,1,1,True,2,1,localBWAware,200,600,8,1082.340941619873,False,3.0343640867784494,4.296665190261531
701,cl2,1,32,1,1,True,2,1,localBWAware,200,600,16,2149.3082130432126,False,3.332298698239684,4.296665190261531
702,cl2,1,32,1,1,True,2,1,localBWAware,200,600,24,3218.2879508972164,False,3.5076248992692225,4.296665190261531
703,cl2,1,32,1,1,True,2,1,localBWAware,100,900,8,1255.7841819763182,False,3.0989150083260366,4.463892988985907
704,cl2,1,32,1,1,True,2,1,localBWAware,100,900,16,2481.2007316589356,False,3.3946619005581358,4.463892988985907
705,cl2,1,32,1,1,True,2,1,localBWAware,100,900,24,3713.62714920044,False,3.569798298118531,4.463892988985907
706,cl2,1,32,1,1,True,2,1,localBWAware,100,600,8,1297.6499198913575,False,3.1131575442625343,4.290034611362518
707,cl2,1,32,1,1,True,2,1,localBWAware,100,600,16,2561.3124092102053,False,3.408462553603649,4.290034611362518
708,cl2,1,32,1,1,True,2,1,localBWAware,100,600,24,3833.1911705017087,False,3.5835604791092046,4.290034611362518
709,cl2,1,32,1,1,True,2,1,baseline,200,900,8,1176.971559906006,False,3.0707659687694218,4.468347330412158
710,cl2,1,32,1,1,True,2,1,baseline,200,900,16,2198.281327056885,False,3.342083270876421,4.468347330412158
711,cl2,1,32,1,1,True,2,1,baseline,200,900,24,3219.5922660827637,False,3.5078008754838783,4.468347330412158
712,cl2,1,32,1,1,True,2,1,baseline,200,600,8,1218.8372978210448,False,3.08594573566388,4.296665190261531
713,cl2,1,32,1,1,True,2,1,baseline,200,600,16,2279.5994087219237,False,3.3578585356553465,4.296665190261531
714,cl2,1,32,1,1,True,2,1,baseline,200,600,24,3340.3626914978026,False,3.5237936244057124,4.296665190261531
715,cl2,1,32,1,1,True,2,1,baseline,100,900,8,1528.7769859313967,False,3.184344136266847,4.463892988985907
716,cl2,1,32,1,1,True,2,1,baseline,100,900,16,2752.986362457275,False,3.4398040600223814,4.463892988985907
717,cl2,1,32,1,1,True,2,1,baseline,100,900,24,3977.1963249206547,False,3.5995770294383984,4.463892988985907
718,cl2,1,32,1,1,True,2,1,baseline,100,600,8,1570.6427238464355,False,3.1960774067406463,4.290034611362518
719,cl2,1,32,1,1,True,2,1,baseline,100,600,16,2834.3044441223146,False,3.4524464977466773,4.290034611362518
720,cl2,1,32,1,1,True,2,1,baseline,100,600,24,4097.966750335693,False,3.612568430345236,4.290034611362518
721,cl2,2,1,4,4,True,1,1,localBWAware,200,900,8,2969.6878932952877,False,3.472710808461268,4.468347330412158
722,cl2,2,1,4,4,True,1,1,localBWAware,200,900,16,5936.404585647582,False,3.7735234918879654,4.468347330412158
723,cl2,2,1,4,4,True,1,1,localBWAware,200,900,24,8903.121463394165,False,3.9495422984038866,4.468347330412158
724,cl2,2,1,4,4,True,1,1,localBWAware,200,600,8,2979.0038097381594,False,3.4740710586186028,4.296665190261531
725,cl2,2,1,4,4,True,1,1,localBWAware,200,600,16,5954.1747013092045,False,3.77482157312251,4.296665190261531
726,cl2,2,1,4,4,True,1,1,localBWAware,200,600,24,8929.345338821411,False,3.9508196194529894,4.296665190261531
727,cl2,2,1,4,4,True,1,1,localBWAware,100,900,8,2976.0285060882566,False,3.47363708681253,4.463892988985907
728,cl2,2,1,4,4,True,1,1,localBWAware,100,900,16,5949.085808944703,False,3.7744502331849112,4.463892988985907
729,cl2,2,1,4,4,True,1,1,localBWAware,100,900,24,8922.143290328979,False,3.9504691937654357,4.463892988985907
730,cl2,2,1,4,4,True,1,1,localBWAware,100,600,8,2985.344422531128,False,3.474994443396955,4.290034611362518
731,cl2,2,1,4,4,True,1,1,localBWAware,100,600,16,5966.855924606323,False,3.7757455515186638,4.290034611362518
732,cl2,2,1,4,4,True,1,1,localBWAware,100,600,24,8948.367165756226,False,3.951743795584451,4.290034611362518
733,cl2,2,1,4,4,True,1,1,baseline,200,900,8,2969.6878932952877,False,3.472710808461268,4.468347330412158
734,cl2,2,1,4,4,True,1,1,baseline,200,900,16,5936.404585647582,False,3.7735234918879654,4.468347330412158
735,cl2,2,1,4,4,True,1,1,baseline,200,900,24,8903.121463394165,False,3.9495422984038866,4.468347330412158
736,cl2,2,1,4,4,True,1,1,baseline,200,600,8,2979.0038097381594,False,3.4740710586186028,4.296665190261531
737,cl2,2,1,4,4,True,1,1,baseline,200,600,16,5954.1747013092045,False,3.77482157312251,4.296665190261531
738,cl2,2,1,4,4,True,1,1,baseline,200,600,24,8929.345338821411,False,3.9508196194529894,4.296665190261531
739,cl2,2,1,4,4,True,1,1,baseline,100,900,8,2976.0285060882566,False,3.47363708681253,4.463892988985907
740,cl2,2,1,4,4,True,1,1,baseline,100,900,16,5949.085808944703,False,3.7744502331849112,4.463892988985907
741,cl2,2,1,4,4,True,1,1,baseline,100,900,24,8922.143290328979,False,3.9504691937654357,4.463892988985907
742,cl2,2,1,4,4,True,1,1,baseline,100,600,8,2985.344422531128,False,3.474994443396955,4.290034611362518
743,cl2,2,1,4,4,True,1,1,baseline,100,600,16,5966.855924606323,False,3.7757455515186638,4.290034611362518
744,cl2,2,1,4,4,True,1,1,baseline,100,600,24,8948.367165756226,False,3.951743795584451,4.290034611362518
745,cl2,2,1,4,4,True,2,1,localBWAware,200,900,8,2969.6878932952877,False,3.472710808461268,4.468347330412158
746,cl2,2,1,4,4,True,2,1,localBWAware,200,900,16,5936.404585647582,False,3.7735234918879654,4.468347330412158
747,cl2,2,1,4,4,True,2,1,localBWAware,200,900,24,8903.121463394165,False,3.9495422984038866,4.468347330412158
748,cl2,2,1,4,4,True,2,1,localBWAware,200,600,8,2979.0038097381594,False,3.4740710586186028,4.296665190261531
749,cl2,2,1,4,4,True,2,1,localBWAware,200,600,16,5954.1747013092045,False,3.77482157312251,4.296665190261531
750,cl2,2,1,4,4,True,2,1,localBWAware,200,600,24,8929.345338821411,False,3.9508196194529894,4.296665190261531
751,cl2,2,1,4,4,True,2,1,localBWAware,100,900,8,2976.0285060882566,False,3.47363708681253,4.463892988985907
752,cl2,2,1,4,4,True,2,1,localBWAware,100,900,16,5949.085808944703,False,3.7744502331849112,4.463892988985907
753,cl2,2,1,4,4,True,2,1,localBWAware,100,900,24,8922.143290328979,False,3.9504691937654357,4.463892988985907
754,cl2,2,1,4,4,True,2,1,localBWAware,100,600,8,2985.344422531128,False,3.474994443396955,4.290034611362518
755,cl2,2,1,4,4,True,2,1,localBWAware,100,600,16,5966.855924606323,False,3.7757455515186638,4.290034611362518
756,cl2,2,1,4,4,True,2,1,localBWAware,100,600,24,8948.367165756226,False,3.951743795584451,4.290034611362518
757,cl2,2,1,4,4,True,2,1,baseline,200,900,8,2969.6878932952877,False,3.472710808461268,4.468347330412158
758,cl2,2,1,4,4,True,2,1,baseline,200,900,16,5936.404585647582,False,3.7735234918879654,4.468347330412158
759,cl2,2,1,4,4,True,2,1,baseline,200,900,24,8903.121463394165,False,3.9495422984038866,4.468347330412158
760,cl2,2,1,4,4,True,2,1,baseline,200,600,8,2979.0038097381594,False,3.4740710586186028,4.296665190261531
761,cl2,2,1,4,4,True,2,1,baseline,200,600,16,5954.1747013092045,False,3.77482157312251,4.296665190261531
762,cl2,2,1,4,4,True,2,1,baseline,200,600,24,8929.345338821411,False,3.9508196194529894,4.296665190261531
763,cl2,2,1,4,4,True,2,1,baseline,100,900,8,2976.0285060882566,False,3.47363708681253,4.463892988985907
764,cl2,2,1,4,4,True,2,1,baseline,100,900,16,5949.085808944703,False,3.7744502331849112,4.463892988985907
765,cl2,2,1,4,4,True,2,1,baseline,100,900,24,8922.143290328979,False,3.9504691937654357,4.463892988985907
766,cl2,2,1,4,4,True,2,1,baseline,100,600,8,2985.344422531128,False,3.474994443396955,4.290034611362518
767,cl2,2,1,4,4,True,2,1,baseline,100,600,16,5966.855924606323,False,3.7757455515186638,4.290034611362518
768,cl2,2,1,4,4,True,2,1,baseline,100,600,24,8948.367165756226,False,3.951743795584451,4.290034611362518
769,cl2,2,1,8,2,True,1,1,localBWAware,200,900,8,1574.0016586303711,False,3.197005185668305,4.468347330412158
770,cl2,2,1,8,2,True,1,1,localBWAware,200,900,16,3134.6576843261723,False,3.496190121267108,4.468347330412158
771,cl2,2,1,8,2,True,1,1,localBWAware,200,900,24,4695.827930831909,False,3.671712174683482,4.468347330412158
772,cl2,2,1,8,2,True,1,1,localBWAware,200,600,8,1574.6866779327393,False,3.197194153311914,4.296665190261531
773,cl2,2,1,8,2,True,1,1,localBWAware,200,600,16,3135.204873275757,False,3.496265925525904,4.296665190261531
774,cl2,2,1,8,2,True,1,1,localBWAware,200,600,24,4695.723537826538,False,3.671702519770482,4.296665190261531
775,cl2,2,1,8,2,True,1,1,localBWAware,100,900,8,1676.3650978088378,False,3.2243686101749174,4.463892988985907
776,cl2,2,1,8,2,True,1,1,localBWAware,100,900,16,3326.648921585083,False,3.522006969951005,4.463892988985907
777,cl2,2,1,8,2,True,1,1,localBWAware,100,900,24,4977.186231994629,False,3.6969838910985464,4.463892988985907
778,cl2,2,1,8,2,True,1,1,localBWAware,100,600,8,1677.3970928192139,False,3.2246358859846076,4.290034611362518
779,cl2,2,1,8,2,True,1,1,localBWAware,100,600,16,3327.80615272522,False,3.5221580203669753,4.290034611362518
780,cl2,2,1,8,2,True,1,1,localBWAware,100,600,24,4979.082991790771,False,3.6971493651941962,4.290034611362518
781,cl2,2,1,8,2,True,1,1,baseline,200,900,8,1574.0016586303711,False,3.197005185668305,4.468347330412158
782,cl2,2,1,8,2,True,1,1,baseline,200,900,16,3134.6576843261723,False,3.496190121267108,4.468347330412158
783,cl2,2,1,8,2,True,1,1,baseline,200,900,24,4695.827930831909,False,3.671712174683482,4.468347330412158
784,cl2,2,1,8,2,True,1,1,baseline,200,600,8,1574.6866779327393,False,3.197194153311914,4.296665190261531
785,cl2,2,1,8,2,True,1,1,baseline,200,600,16,3135.204873275757,False,3.496265925525904,4.296665190261531
786,cl2,2,1,8,2,True,1,1,baseline,200,600,24,4695.723537826538,False,3.671702519770482,4.296665190261531
787,cl2,2,1,8,2,True,1,1,baseline,100,900,8,1676.3650978088378,False,3.2243686101749174,4.463892988985907
788,cl2,2,1,8,2,True,1,1,baseline,100,900,16,3326.648921585083,False,3.522006969951005,4.463892988985907
789,cl2,2,1,8,2,True,1,1,baseline,100,900,24,4977.186231994629,False,3.6969838910985464,4.463892988985907
790,cl2,2,1,8,2,True,1,1,baseline,100,600,8,1677.3970928192139,False,3.2246358859846076,4.290034611362518
791,cl2,2,1,8,2,True,1,1,baseline,100,600,16,3327.80615272522,False,3.5221580203669753,4.290034611362518
792,cl2,2,1,8,2,True,1,1,baseline,100,600,24,4979.082991790771,False,3.6971493651941962,4.290034611362518
793,cl2,2,1,8,2,True,2,1,localBWAware,200,900,8,1574.0016586303711,False,3.197005185668305,4.468347330412158
794,cl2,2,1,8,2,True,2,1,localBWAware,200,900,16,3134.6576843261723,False,3.496190121267108,4.468347330412158
795,cl2,2,1,8,2,True,2,1,localBWAware,200,900,24,4695.827930831909,False,3.671712174683482,4.468347330412158
796,cl2,2,1,8,2,True,2,1,localBWAware,200,600,8,1574.6866779327393,False,3.197194153311914,4.296665190261531
797,cl2,2,1,8,2,True,2,1,localBWAware,200,600,16,3135.204873275757,False,3.496265925525904,4.296665190261531
798,cl2,2,1,8,2,True,2,1,localBWAware,200,600,24,4695.723537826538,False,3.671702519770482,4.296665190261531
799,cl2,2,1,8,2,True,2,1,localBWAware,100,900,8,1676.3650978088378,False,3.2243686101749174,4.463892988985907
800,cl2,2,1,8,2,True,2,1,localBWAware,100,900,16,3326.648921585083,False,3.522006969951005,4.463892988985907
801,cl2,2,1,8,2,True,2,1,localBWAware,100,900,24,4977.186231994629,False,3.6969838910985464,4.463892988985907
802,cl2,2,1,8,2,True,2,1,localBWAware,100,600,8,1677.3970928192139,False,3.2246358859846076,4.290034611362518
803,cl2,2,1,8,2,True,2,1,localBWAware,100,600,16,3327.80615272522,False,3.5221580203669753,4.290034611362518
804,cl2,2,1,8,2,True,2,1,localBWAware,100,600,24,4979.082991790771,False,3.6971493651941962,4.290034611362518
805,cl2,2,1,8,2,True,2,1,baseline,200,900,8,1574.0016586303711,False,3.197005185668305,4.468347330412158
806,cl2,2,1,8,2,True,2,1,baseline,200,900,16,3134.6576843261723,False,3.496190121267108,4.468347330412158
807,cl2,2,1,8,2,True,2,1,baseline,200,900,24,4695.827930831909,False,3.671712174683482,4.468347330412158
808,cl2,2,1,8,2,True,2,1,baseline,200,600,8,1574.6866779327393,False,3.197194153311914,4.296665190261531
809,cl2,2,1,8,2,True,2,1,baseline,200,600,16,3135.204873275757,False,3.496265925525904,4.296665190261531
810,cl2,2,1,8,2,True,2,1,baseline,200,600,24,4695.723537826538,False,3.671702519770482,4.296665190261531
811,cl2,2,1,8,2,True,2,1,baseline,100,900,8,1676.3650978088378,False,3.2243686101749174,4.463892988985907
812,cl2,2,1,8,2,True,2,1,baseline,100,900,16,3326.648921585083,False,3.522006969951005,4.463892988985907
813,cl2,2,1,8,2,True,2,1,baseline,100,900,24,4977.186231994629,False,3.6969838910985464,4.463892988985907
814,cl2,2,1,8,2,True,2,1,baseline,100,600,8,1677.3970928192139,False,3.2246358859846076,4.290034611362518
815,cl2,2,1,8,2,True,2,1,baseline,100,600,16,3327.80615272522,False,3.5221580203669753,4.290034611362518
816,cl2,2,1,8,2,True,2,1,baseline,100,600,24,4979.082991790771,False,3.6971493651941962,4.290034611362518
817,cl2,2,1,16,1,True,1,1,localBWAware,200,900,8,953.4513210296631,False,2.979298524809528,4.468347330412158
818,cl2,2,1,16,1,True,1,1,localBWAware,200,900,16,1880.351558303833,False,3.274239054347566,4.468347330412158
819,cl2,2,1,16,1,True,1,1,localBWAware,200,900,24,2806.845295715332,False,3.4482184763791146,4.468347330412158
820,cl2,2,1,16,1,True,1,1,localBWAware,200,600,8,953.0209865570068,False,2.9791024643797197,4.296665190261531
821,cl2,2,1,16,1,True,1,1,localBWAware,200,600,16,1879.5878986358641,False,3.2740626402386637,4.296665190261531
822,cl2,2,1,16,1,True,1,1,localBWAware,200,600,24,2805.7482376098637,False,3.4480486987941994,4.296665190261531
823,cl2,2,1,16,1,True,1,1,localBWAware,100,900,8,1166.5694446563723,False,3.066910596994634,4.463892988985907
824,cl2,2,1,16,1,True,1,1,localBWAware,100,900,16,2283.7541553497317,False,3.3586493505713517,4.463892988985907
825,cl2,2,1,16,1,True,1,1,localBWAware,100,900,24,3400.9409591674807,False,3.5315990925824323,4.463892988985907
826,cl2,2,1,16,1,True,1,1,localBWAware,100,600,8,1166.4852939605714,False,3.0668792679544317,4.290034611362518
827,cl2,2,1,16,1,True,1,1,localBWAware,100,600,16,2282.8624362945557,False,3.358479741994752,4.290034611362518
