eval_idx,cluster,dp,mp,sp,pp,sharded,active-chunks-per-dimension,preferred-dataset-splits,collective-optimization,inter-node-bw,intra-node-bw,batch_size,exec_time,is_oom,objective_0,objective_1
1656,cl2,4,4,2,1,True,1,1,baseline,100,600,24,3005.5638284683228,False,3.4779259554146784,4.290034611362518
1657,cl2,4,4,2,1,True,2,1,localBWAware,200,900,8,885.3671722412109,False,2.9471234151142522,4.468347330412158
1658,cl2,4,4,2,1,True,2,1,localBWAware,200,900,16,1734.494553565979,False,3.239172940465219,4.468347330412158
1659,cl2,4,4,2,1,True,2,1,localBWAware,200,900,24,2608.450975227356,False,3.416382678747367,4.468347330412158
1660,cl2,4,4,2,1,True,2,1,localBWAware,200,600,8,886.2364608764649,False,2.9475496134813284,4.296665190261531
1661,cl2,4,4,2,1,True,2,1,localBWAware,200,600,16,1735.7161005020141,False,3.239478691999349,4.296665190261531
1662,cl2,4,4,2,1,True,2,1,localBWAware,200,600,24,2610.0247804641726,False,3.4166446306975757,4.296665190261531
1663,cl2,4,4,2,1,True,2,1,localBWAware,100,900,8,1057.0708974838258,False,3.0241041163078344,4.463892988985907
1664,cl2,4,4,2,1,True,2,1,localBWAware,100,900,16,2026.174326324463,False,3.306676808104113,4.463892988985907
1665,cl2,4,4,2,1,True,2,1,localBWAware,100,900,24,3003.9900232315067,False,3.477698485967717,4.463892988985907
1666,cl2,4,4,2,1,True,2,1,localBWAware,100,600,8,1058.4795782089234,False,3.024682483369382,4.290034611362518
1667,cl2,4,4,2,1,True,2,1,localBWAware,100,600,16,2027.3958732604979,False,3.3069385581583335,4.290034611362518
1668,cl2,4,4,2,1,True,2,1,localBWAware,100,600,24,3005.5638284683228,False,3.4779259554146784,4.290034611362518
1669,cl2,4,4,2,1,True,2,1,baseline,200,900,8,885.3671722412109,False,2.9471234151142522,4.468347330412158
1670,cl2,4,4,2,1,True,2,1,baseline,200,900,16,1734.494553565979,False,3.239172940465219,4.468347330412158
1671,cl2,4,4,2,1,True,2,1,baseline,200,900,24,2608.450975227356,False,3.416382678747367,4.468347330412158
1672,cl2,4,4,2,1,True,2,1,baseline,200,600,8,886.2364608764649,False,2.9475496134813284,4.296665190261531
1673,cl2,4,4,2,1,True,2,1,baseline,200,600,16,1735.7161005020141,False,3.239478691999349,4.296665190261531
1674,cl2,4,4,2,1,True,2,1,baseline,200,600,24,2610.0247804641726,False,3.4166446306975757,4.296665190261531
1675,cl2,4,4,2,1,True,2,1,baseline,100,900,8,1057.0708974838258,False,3.0241041163078344,4.463892988985907
1676,cl2,4,4,2,1,True,2,1,baseline,100,900,16,2026.174326324463,False,3.306676808104113,4.463892988985907
1677,cl2,4,4,2,1,True,2,1,baseline,100,900,24,3003.9900232315067,False,3.477698485967717,4.463892988985907
1678,cl2,4,4,2,1,True,2,1,baseline,100,600,8,1058.4795782089234,False,3.024682483369382,4.290034611362518
1679,cl2,4,4,2,1,True,2,1,baseline,100,600,16,2027.3958732604979,False,3.3069385581583335,4.290034611362518
1680,cl2,4,4,2,1,True,2,1,baseline,100,600,24,3005.5638284683228,False,3.4779259554146784,4.290034611362518
1681,cl2,4,8,1,1,True,1,1,localBWAware,200,900,8,1114.296319770813,False,3.047000696159834,4.468347330412158
1682,cl2,4,8,1,1,True,1,1,localBWAware,200,900,16,2204.988115310669,False,3.343406253001633,4.468347330412158
1683,cl2,4,8,1,1,True,1,1,localBWAware,200,900,24,3295.680167198181,False,3.5179450584981753,4.468347330412158
1684,cl2,4,8,1,1,True,1,1,localBWAware,200,600,8,1114.8572221755983,False,3.047219251606861,4.296665190261531
1685,cl2,4,8,1,1,True,1,1,localBWAware,200,600,16,2205.5490177154543,False,3.343516714296142,4.296665190261531
1686,cl2,4,8,1,1,True,1,1,localBWAware,200,600,24,3296.240923118591,False,3.518018946883421,4.296665190261531
1687,cl2,4,8,1,1,True,1,1,localBWAware,100,900,8,1503.2657117843628,False,3.1770357516863976,4.463892988985907
1688,cl2,4,8,1,1,True,1,1,localBWAware,100,900,16,2961.2113586425785,False,3.4714694065842466,4.463892988985907
1689,cl2,4,8,1,1,True,1,1,localBWAware,100,900,24,4419.157005500793,False,3.6453394316169048,4.463892988985907
1690,cl2,4,8,1,1,True,1,1,localBWAware,100,600,8,1503.7829069137572,False,3.17718514401187,4.290034611362518
1691,cl2,4,8,1,1,True,1,1,localBWAware,100,600,16,2961.7283889770506,False,3.471545228196951,4.290034611362518
1692,cl2,4,8,1,1,True,1,1,localBWAware,100,600,24,4419.674035835266,False,3.6453902400146316,4.290034611362518
1693,cl2,4,8,1,1,True,1,1,baseline,200,900,8,1114.296319770813,False,3.047000696159834,4.468347330412158
1694,cl2,4,8,1,1,True,1,1,baseline,200,900,16,2204.988115310669,False,3.343406253001633,4.468347330412158
1695,cl2,4,8,1,1,True,1,1,baseline,200,900,24,3295.680167198181,False,3.5179450584981753,4.468347330412158
1696,cl2,4,8,1,1,True,1,1,baseline,200,600,8,1114.8572221755983,False,3.047219251606861,4.296665190261531
1697,cl2,4,8,1,1,True,1,1,baseline,200,600,16,2205.5490177154543,False,3.343516714296142,4.296665190261531
1698,cl2,4,8,1,1,True,1,1,baseline,200,600,24,3296.240923118591,False,3.518018946883421,4.296665190261531
1699,cl2,4,8,1,1,True,1,1,baseline,100,900,8,1503.2657117843628,False,3.1770357516863976,4.463892988985907
1700,cl2,4,8,1,1,True,1,1,baseline,100,900,16,2961.2113586425785,False,3.4714694065842466,4.463892988985907
1701,cl2,4,8,1,1,True,1,1,baseline,100,900,24,4419.157005500793,False,3.6453394316169048,4.463892988985907
1702,cl2,4,8,1,1,True,1,1,baseline,100,600,8,1503.7829069137572,False,3.17718514401187,4.290034611362518
1703,cl2,4,8,1,1,True,1,1,baseline,100,600,16,2961.7283889770506,False,3.471545228196951,4.290034611362518
1704,cl2,4,8,1,1,True,1,1,baseline,100,600,24,4419.674035835266,False,3.6453902400146316,4.290034611362518
1705,cl2,4,8,1,1,True,2,1,localBWAware,200,900,8,1114.296319770813,False,3.047000696159834,4.468347330412158
1706,cl2,4,8,1,1,True,2,1,localBWAware,200,900,16,2204.988115310669,False,3.343406253001633,4.468347330412158
1707,cl2,4,8,1,1,True,2,1,localBWAware,200,900,24,3295.680167198181,False,3.5179450584981753,4.468347330412158
1708,cl2,4,8,1,1,True,2,1,localBWAware,200,600,8,1114.8572221755983,False,3.047219251606861,4.296665190261531
1709,cl2,4,8,1,1,True,2,1,localBWAware,200,600,16,2205.5490177154543,False,3.343516714296142,4.296665190261531
1710,cl2,4,8,1,1,True,2,1,localBWAware,200,600,24,3296.240923118591,False,3.518018946883421,4.296665190261531
1711,cl2,4,8,1,1,True,2,1,localBWAware,100,900,8,1503.2657117843628,False,3.1770357516863976,4.463892988985907
1712,cl2,4,8,1,1,True,2,1,localBWAware,100,900,16,2961.2113586425785,False,3.4714694065842466,4.463892988985907
1713,cl2,4,8,1,1,True,2,1,localBWAware,100,900,24,4419.157005500793,False,3.6453394316169048,4.463892988985907
1714,cl2,4,8,1,1,True,2,1,localBWAware,100,600,8,1503.7829069137572,False,3.17718514401187,4.290034611362518
1715,cl2,4,8,1,1,True,2,1,localBWAware,100,600,16,2961.7283889770506,False,3.471545228196951,4.290034611362518
1716,cl2,4,8,1,1,True,2,1,localBWAware,100,600,24,4419.674035835266,False,3.6453902400146316,4.290034611362518
1717,cl2,4,8,1,1,True,2,1,baseline,200,900,8,1114.296319770813,False,3.047000696159834,4.468347330412158
1718,cl2,4,8,1,1,True,2,1,baseline,200,900,16,2204.988115310669,False,3.343406253001633,4.468347330412158
1719,cl2,4,8,1,1,True,2,1,baseline,200,900,24,3295.680167198181,False,3.5179450584981753,4.468347330412158
1720,cl2,4,8,1,1,True,2,1,baseline,200,600,8,1114.8572221755983,False,3.047219251606861,4.296665190261531
1721,cl2,4,8,1,1,True,2,1,baseline,200,600,16,2205.5490177154543,False,3.343516714296142,4.296665190261531
1722,cl2,4,8,1,1,True,2,1,baseline,200,600,24,3296.240923118591,False,3.518018946883421,4.296665190261531
1723,cl2,4,8,1,1,True,2,1,baseline,100,900,8,1503.2657117843628,False,3.1770357516863976,4.463892988985907
1724,cl2,4,8,1,1,True,2,1,baseline,100,900,16,2961.2113586425785,False,3.4714694065842466,4.463892988985907
1725,cl2,4,8,1,1,True,2,1,baseline,100,900,24,4419.157005500793,False,3.6453394316169048,4.463892988985907
1726,cl2,4,8,1,1,True,2,1,baseline,100,600,8,1503.7829069137572,False,3.17718514401187,4.290034611362518
1727,cl2,4,8,1,1,True,2,1,baseline,100,600,16,2961.7283889770506,False,3.471545228196951,4.290034611362518
1728,cl2,4,8,1,1,True,2,1,baseline,100,600,24,4419.674035835266,False,3.6453902400146316,4.290034611362518
1729,cl2,8,1,1,4,True,1,1,localBWAware,200,900,8,2946.3431931495666,False,3.4692833325304333,4.468347330412158
1730,cl2,8,1,1,4,True,1,1,localBWAware,200,900,16,5892.116824150085,False,3.770271349097402,4.468347330412158
1731,cl2,8,1,1,4,True,1,1,localBWAware,200,900,24,8837.89043111801,False,3.9463486130380185,4.468347330412158
1732,cl2,8,1,1,4,True,1,1,localBWAware,200,600,8,2946.493993663788,False,3.469305560136299,4.296665190261531
1733,cl2,8,1,1,4,True,1,1,localBWAware,200,600,16,5892.267624664306,False,3.770282464116855,4.296665190261531
1734,cl2,8,1,1,4,True,1,1,localBWAware,200,600,24,8838.041231632233,False,3.9463560233213855,4.296665190261531
1735,cl2,8,1,1,4,True,1,1,localBWAware,100,900,8,2952.6838019371035,False,3.470216941571752,4.463892988985907
1736,cl2,8,1,1,4,True,1,1,localBWAware,100,900,16,5904.798040580749,False,3.7712050482050317,4.463892988985907
1737,cl2,8,1,1,4,True,1,1,localBWAware,100,900,24,8856.912255764008,False,3.947282342202212,4.463892988985907
1738,cl2,8,1,1,4,True,1,1,localBWAware,100,600,8,2952.8346024513244,False,3.470239121447158,4.290034611362518
1739,cl2,8,1,1,4,True,1,1,localBWAware,100,600,16,5904.948841094971,False,3.7712161393540384,4.290034611362518
1740,cl2,8,1,1,4,True,1,1,localBWAware,100,600,24,8857.063056278228,False,3.947289736570787,4.290034611362518
1741,cl2,8,1,1,4,True,1,1,baseline,200,900,8,2946.3431931495666,False,3.4692833325304333,4.468347330412158
1742,cl2,8,1,1,4,True,1,1,baseline,200,900,16,5892.116824150085,False,3.770271349097402,4.468347330412158
1743,cl2,8,1,1,4,True,1,1,baseline,200,900,24,8837.89043111801,False,3.9463486130380185,4.468347330412158
1744,cl2,8,1,1,4,True,1,1,baseline,200,600,8,2946.493993663788,False,3.469305560136299,4.296665190261531
1745,cl2,8,1,1,4,True,1,1,baseline,200,600,16,5892.267624664306,False,3.770282464116855,4.296665190261531
1746,cl2,8,1,1,4,True,1,1,baseline,200,600,24,8838.041231632233,False,3.9463560233213855,4.296665190261531
1747,cl2,8,1,1,4,True,1,1,baseline,100,900,8,2952.6838019371035,False,3.470216941571752,4.463892988985907
1748,cl2,8,1,1,4,True,1,1,baseline,100,900,16,5904.798040580749,False,3.7712050482050317,4.463892988985907
1749,cl2,8,1,1,4,True,1,1,baseline,100,900,24,8856.912255764008,False,3.947282342202212,4.463892988985907
1750,cl2,8,1,1,4,True,1,1,baseline,100,600,8,2952.8346024513244,False,3.470239121447158,4.290034611362518
1751,cl2,8,1,1,4,True,1,1,baseline,100,600,16,5904.948841094971,False,3.7712161393540384,4.290034611362518
1752,cl2,8,1,1,4,True,1,1,baseline,100,600,24,8857.063056278228,False,3.947289736570787,4.290034611362518
1753,cl2,8,1,1,4,True,2,1,localBWAware,200,900,8,2946.3431931495666,False,3.4692833325304333,4.468347330412158
1754,cl2,8,1,1,4,True,2,1,localBWAware,200,900,16,5892.116824150085,False,3.770271349097402,4.468347330412158
1755,cl2,8,1,1,4,True,2,1,localBWAware,200,900,24,8837.89043111801,False,3.9463486130380185,4.468347330412158
1756,cl2,8,1,1,4,True,2,1,localBWAware,200,600,8,2946.493993663788,False,3.469305560136299,4.296665190261531
1757,cl2,8,1,1,4,True,2,1,localBWAware,200,600,16,5892.267624664306,False,3.770282464116855,4.296665190261531
1758,cl2,8,1,1,4,True,2,1,localBWAware,200,600,24,8838.041231632233,False,3.9463560233213855,4.296665190261531
1759,cl2,8,1,1,4,True,2,1,localBWAware,100,900,8,2952.6838019371035,False,3.470216941571752,4.463892988985907
1760,cl2,8,1,1,4,True,2,1,localBWAware,100,900,16,5904.798040580749,False,3.7712050482050317,4.463892988985907
1761,cl2,8,1,1,4,True,2,1,localBWAware,100,900,24,8856.912255764008,False,3.947282342202212,4.463892988985907
1762,cl2,8,1,1,4,True,2,1,localBWAware,100,600,8,2952.8346024513244,False,3.470239121447158,4.290034611362518
1763,cl2,8,1,1,4,True,2,1,localBWAware,100,600,16,5904.948841094971,False,3.7712161393540384,4.290034611362518
1764,cl2,8,1,1,4,True,2,1,localBWAware,100,600,24,8857.063056278228,False,3.947289736570787,4.290034611362518
1765,cl2,8,1,1,4,True,2,1,baseline,200,900,8,2946.3431931495666,False,3.4692833325304333,4.468347330412158
1766,cl2,8,1,1,4,True,2,1,baseline,200,900,16,5892.116824150085,False,3.770271349097402,4.468347330412158
1767,cl2,8,1,1,4,True,2,1,baseline,200,900,24,8837.89043111801,False,3.9463486130380185,4.468347330412158
1768,cl2,8,1,1,4,True,2,1,baseline,200,600,8,2946.493993663788,False,3.469305560136299,4.296665190261531
1769,cl2,8,1,1,4,True,2,1,baseline,200,600,16,5892.267624664306,False,3.770282464116855,4.296665190261531
1770,cl2,8,1,1,4,True,2,1,baseline,200,600,24,8838.041231632233,False,3.9463560233213855,4.296665190261531
1771,cl2,8,1,1,4,True,2,1,baseline,100,900,8,2952.6838019371035,False,3.470216941571752,4.463892988985907
1772,cl2,8,1,1,4,True,2,1,baseline,100,900,16,5904.798040580749,False,3.7712050482050317,4.463892988985907
1773,cl2,8,1,1,4,True,2,1,baseline,100,900,24,8856.912255764008,False,3.947282342202212,4.463892988985907
1774,cl2,8,1,1,4,True,2,1,baseline,100,600,8,2952.8346024513244,False,3.470239121447158,4.290034611362518
1775,cl2,8,1,1,4,True,2,1,baseline,100,600,16,5904.948841094971,False,3.7712161393540384,4.290034611362518
1776,cl2,8,1,1,4,True,2,1,baseline,100,600,24,8857.063056278228,False,3.947289736570787,4.290034611362518
1777,cl2,8,1,2,2,True,1,1,localBWAware,200,900,8,1525.2367106437684,False,3.183337249681981,4.468347330412158
1778,cl2,8,1,2,2,True,1,1,localBWAware,200,900,16,3046.7473826408386,False,3.4838364467158667,4.468347330412158
1779,cl2,8,1,2,2,True,1,1,localBWAware,200,900,24,4568.258100700378,False,3.6597506330099834,4.468347330412158
1780,cl2,8,1,2,2,True,1,1,localBWAware,200,600,8,1525.3875111579896,False,3.1833801863575504,4.296665190261531
1781,cl2,8,1,2,2,True,1,1,localBWAware,200,600,16,3046.89818315506,False,3.4838579418391067,4.296665190261531
1782,cl2,8,1,2,2,True,1,1,localBWAware,200,600,24,4568.4089012146,False,3.6597649690542293,4.296665190261531
1783,cl2,8,1,2,2,True,1,1,localBWAware,100,900,8,1580.6489579200745,False,3.1988354293463734,4.463892988985907
1784,cl2,8,1,2,2,True,1,1,localBWAware,100,900,16,3154.46961107254,False,3.4989263479388395,4.463892988985907
1785,cl2,8,1,2,2,True,1,1,localBWAware,100,900,24,4728.2903463363655,False,3.67470413706527,4.463892988985907
1786,cl2,8,1,2,2,True,1,1,localBWAware,100,600,8,1580.7997584342957,False,3.1988768608780034,4.290034611362518
1787,cl2,8,1,2,2,True,1,1,localBWAware,100,600,16,3154.6204115867613,False,3.4989471090409863,4.290034611362518
1788,cl2,8,1,2,2,True,1,1,localBWAware,100,600,24,4728.441146850586,False,3.6747179879039553,4.290034611362518
1789,cl2,8,1,2,2,True,1,1,baseline,200,900,8,1525.2367106437684,False,3.183337249681981,4.468347330412158
1790,cl2,8,1,2,2,True,1,1,baseline,200,900,16,3046.7473826408386,False,3.4838364467158667,4.468347330412158
1791,cl2,8,1,2,2,True,1,1,baseline,200,900,24,4568.258100700378,False,3.6597506330099834,4.468347330412158
1792,cl2,8,1,2,2,True,1,1,baseline,200,600,8,1525.3875111579896,False,3.1833801863575504,4.296665190261531
1793,cl2,8,1,2,2,True,1,1,baseline,200,600,16,3046.89818315506,False,3.4838579418391067,4.296665190261531
1794,cl2,8,1,2,2,True,1,1,baseline,200,600,24,4568.4089012146,False,3.6597649690542293,4.296665190261531
1795,cl2,8,1,2,2,True,1,1,baseline,100,900,8,1580.6489579200745,False,3.1988354293463734,4.463892988985907
1796,cl2,8,1,2,2,True,1,1,baseline,100,900,16,3154.46961107254,False,3.4989263479388395,4.463892988985907
1797,cl2,8,1,2,2,True,1,1,baseline,100,900,24,4728.2903463363655,False,3.67470413706527,4.463892988985907
1798,cl2,8,1,2,2,True,1,1,baseline,100,600,8,1580.7997584342957,False,3.1988768608780034,4.290034611362518
1799,cl2,8,1,2,2,True,1,1,baseline,100,600,16,3154.6204115867613,False,3.4989471090409863,4.290034611362518
1800,cl2,8,1,2,2,True,1,1,baseline,100,600,24,4728.441146850586,False,3.6747179879039553,4.290034611362518
1801,cl2,8,1,2,2,True,2,1,localBWAware,200,900,8,1525.2367106437684,False,3.183337249681981,4.468347330412158
1802,cl2,8,1,2,2,True,2,1,localBWAware,200,900,16,3046.7473826408386,False,3.4838364467158667,4.468347330412158
1803,cl2,8,1,2,2,True,2,1,localBWAware,200,900,24,4568.258100700378,False,3.6597506330099834,4.468347330412158
1804,cl2,8,1,2,2,True,2,1,localBWAware,200,600,8,1525.3875111579896,False,3.1833801863575504,4.296665190261531
1805,cl2,8,1,2,2,True,2,1,localBWAware,200,600,16,3046.89818315506,False,3.4838579418391067,4.296665190261531
1806,cl2,8,1,2,2,True,2,1,localBWAware,200,600,24,4568.4089012146,False,3.6597649690542293,4.296665190261531
1807,cl2,8,1,2,2,True,2,1,localBWAware,100,900,8,1580.6489579200745,False,3.1988354293463734,4.463892988985907
1808,cl2,8,1,2,2,True,2,1,localBWAware,100,900,16,3154.46961107254,False,3.4989263479388395,4.463892988985907
1809,cl2,8,1,2,2,True,2,1,localBWAware,100,900,24,4728.2903463363655,False,3.67470413706527,4.463892988985907
1810,cl2,8,1,2,2,True,2,1,localBWAware,100,600,8,1580.7997584342957,False,3.1988768608780034,4.290034611362518
1811,cl2,8,1,2,2,True,2,1,localBWAware,100,600,16,3154.6204115867613,False,3.4989471090409863,4.290034611362518
1812,cl2,8,1,2,2,True,2,1,localBWAware,100,600,24,4728.441146850586,False,3.6747179879039553,4.290034611362518
1813,cl2,8,1,2,2,True,2,1,baseline,200,900,8,1525.2367106437684,False,3.183337249681981,4.468347330412158
1814,cl2,8,1,2,2,True,2,1,baseline,200,900,16,3046.7473826408386,False,3.4838364467158667,4.468347330412158
1815,cl2,8,1,2,2,True,2,1,baseline,200,900,24,4568.258100700378,False,3.6597506330099834,4.468347330412158
1816,cl2,8,1,2,2,True,2,1,baseline,200,600,8,1525.3875111579896,False,3.1833801863575504,4.296665190261531
1817,cl2,8,1,2,2,True,2,1,baseline,200,600,16,3046.89818315506,False,3.4838579418391067,4.296665190261531
1818,cl2,8,1,2,2,True,2,1,baseline,200,600,24,4568.4089012146,False,3.6597649690542293,4.296665190261531
1819,cl2,8,1,2,2,True,2,1,baseline,100,900,8,1580.6489579200745,False,3.1988354293463734,4.463892988985907
1820,cl2,8,1,2,2,True,2,1,baseline,100,900,16,3154.46961107254,False,3.4989263479388395,4.463892988985907
1821,cl2,8,1,2,2,True,2,1,baseline,100,900,24,4728.2903463363655,False,3.67470413706527,4.463892988985907
1822,cl2,8,1,2,2,True,2,1,baseline,100,600,8,1580.7997584342957,False,3.1988768608780034,4.290034611362518
1823,cl2,8,1,2,2,True,2,1,baseline,100,600,16,3154.6204115867613,False,3.4989471090409863,4.290034611362518
1824,cl2,8,1,2,2,True,2,1,baseline,100,600,24,4728.441146850586,False,3.6747179879039553,4.290034611362518
1825,cl2,8,1,4,1,True,1,1,localBWAware,200,900,8,907.2780203819275,False,2.9577403898341093,4.468347330412158
1826,cl2,8,1,4,1,True,1,1,localBWAware,200,900,16,1794.8095361709595,False,3.25401836835793,4.468347330412158
1827,cl2,8,1,4,1,True,1,1,localBWAware,200,900,24,2672.448545837402,False,3.4269093522441425,4.468347330412158
1828,cl2,8,1,4,1,True,1,1,localBWAware,200,600,8,907.5796214103699,False,2.9578847357713096,4.296665190261531
1829,cl2,8,1,4,1,True,1,1,localBWAware,200,600,16,1795.1111371994018,False,3.2540913413702133,4.296665190261531
1830,cl2,8,1,4,1,True,1,1,localBWAware,200,600,24,2672.707846355438,False,3.426951488629297,4.296665190261531
1831,cl2,8,1,4,1,True,1,1,localBWAware,100,900,8,1078.0658480644227,False,3.032645288288235,4.463892988985907
1832,cl2,8,1,4,1,True,1,1,localBWAware,100,900,16,2098.58741312027,False,3.32192706372865,4.463892988985907
1833,cl2,8,1,4,1,True,1,1,localBWAware,100,900,24,3138.278915977478,False,3.4966915390874242,4.463892988985907
1834,cl2,8,1,4,1,True,1,1,localBWAware,100,600,8,1078.367449092865,False,3.0327667700548315,4.290034611362518
1835,cl2,8,1,4,1,True,1,1,localBWAware,100,600,16,2098.738213634491,False,3.321958270185831,4.290034611362518
1836,cl2,8,1,4,1,True,1,1,localBWAware,100,600,24,3138.429716491699,False,3.496712407295602,4.290034611362518
1837,cl2,8,1,4,1,True,1,1,baseline,200,900,8,907.2780203819275,False,2.9577403898341093,4.468347330412158
1838,cl2,8,1,4,1,True,1,1,baseline,200,900,16,1794.8095361709595,False,3.25401836835793,4.468347330412158
1839,cl2,8,1,4,1,True,1,1,baseline,200,900,24,2672.448545837402,False,3.4269093522441425,4.468347330412158
1840,cl2,8,1,4,1,True,1,1,baseline,200,600,8,907.5796214103699,False,2.9578847357713096,4.296665190261531
1841,cl2,8,1,4,1,True,1,1,baseline,200,600,16,1795.1111371994018,False,3.2540913413702133,4.296665190261531
1842,cl2,8,1,4,1,True,1,1,baseline,200,600,24,2672.707846355438,False,3.426951488629297,4.296665190261531
1843,cl2,8,1,4,1,True,1,1,baseline,100,900,8,1078.0658480644227,False,3.032645288288235,4.463892988985907
1844,cl2,8,1,4,1,True,1,1,baseline,100,900,16,2098.58741312027,False,3.32192706372865,4.463892988985907
1845,cl2,8,1,4,1,True,1,1,baseline,100,900,24,3138.278915977478,False,3.4966915390874242,4.463892988985907
1846,cl2,8,1,4,1,True,1,1,baseline,100,600,8,1078.367449092865,False,3.0327667700548315,4.290034611362518
1847,cl2,8,1,4,1,True,1,1,baseline,100,600,16,2098.738213634491,False,3.321958270185831,4.290034611362518
1848,cl2,8,1,4,1,True,1,1,baseline,100,600,24,3138.429716491699,False,3.496712407295602,4.290034611362518
1849,cl2,8,1,4,1,True,2,1,localBWAware,200,900,8,907.2780203819275,False,2.9577403898341093,4.468347330412158
1850,cl2,8,1,4,1,True,2,1,localBWAware,200,900,16,1794.8095361709595,False,3.25401836835793,4.468347330412158
1851,cl2,8,1,4,1,True,2,1,localBWAware,200,900,24,2672.448545837402,False,3.4269093522441425,4.468347330412158
1852,cl2,8,1,4,1,True,2,1,localBWAware,200,600,8,907.5796214103699,False,2.9578847357713096,4.296665190261531
1853,cl2,8,1,4,1,True,2,1,localBWAware,200,600,16,1795.1111371994018,False,3.2540913413702133,4.296665190261531
1854,cl2,8,1,4,1,True,2,1,localBWAware,200,600,24,2672.707846355438,False,3.426951488629297,4.296665190261531
1855,cl2,8,1,4,1,True,2,1,localBWAware,100,900,8,1078.0658480644227,False,3.032645288288235,4.463892988985907
1856,cl2,8,1,4,1,True,2,1,localBWAware,100,900,16,2098.58741312027,False,3.32192706372865,4.463892988985907
1857,cl2,8,1,4,1,True,2,1,localBWAware,100,900,24,3138.278915977478,False,3.4966915390874242,4.463892988985907
1858,cl2,8,1,4,1,True,2,1,localBWAware,100,600,8,1078.367449092865,False,3.0327667700548315,4.290034611362518
1859,cl2,8,1,4,1,True,2,1,localBWAware,100,600,16,2098.738213634491,False,3.321958270185831,4.290034611362518
1860,cl2,8,1,4,1,True,2,1,localBWAware,100,600,24,3138.429716491699,False,3.496712407295602,4.290034611362518
1861,cl2,8,1,4,1,True,2,1,baseline,200,900,8,907.2780203819275,False,2.9577403898341093,4.468347330412158
1862,cl2,8,1,4,1,True,2,1,baseline,200,900,16,1794.8095361709595,False,3.25401836835793,4.468347330412158
1863,cl2,8,1,4,1,True,2,1,baseline,200,900,24,2672.448545837402,False,3.4269093522441425,4.468347330412158
1864,cl2,8,1,4,1,True,2,1,baseline,200,600,8,907.5796214103699,False,2.9578847357713096,4.296665190261531
1865,cl2,8,1,4,1,True,2,1,baseline,200,600,16,1795.1111371994018,False,3.2540913413702133,4.296665190261531
1866,cl2,8,1,4,1,True,2,1,baseline,200,600,24,2672.707846355438,False,3.426951488629297,4.296665190261531
1867,cl2,8,1,4,1,True,2,1,baseline,100,900,8,1078.0658480644227,False,3.032645288288235,4.463892988985907
1868,cl2,8,1,4,1,True,2,1,baseline,100,900,16,2098.58741312027,False,3.32192706372865,4.463892988985907
1869,cl2,8,1,4,1,True,2,1,baseline,100,900,24,3138.278915977478,False,3.4966915390874242,4.463892988985907
1870,cl2,8,1,4,1,True,2,1,baseline,100,600,8,1078.367449092865,False,3.0327667700548315,4.290034611362518
1871,cl2,8,1,4,1,True,2,1,baseline,100,600,16,2098.738213634491,False,3.321958270185831,4.290034611362518
1872,cl2,8,1,4,1,True,2,1,baseline,100,600,24,3138.429716491699,False,3.496712407295602,4.290034611362518
1873,cl2,8,2,1,2,True,1,1,localBWAware,200,900,8,1577.9777037620543,False,3.198100862497282,4.468347330412158
1874,cl2,8,2,1,2,True,1,1,localBWAware,200,900,16,3152.2306694984436,False,3.498617990170585,4.468347330412158
1875,cl2,8,2,1,2,True,1,1,localBWAware,200,900,24,4726.4836915969845,False,3.674538163729383,4.468347330412158
1876,cl2,8,2,1,2,True,1,1,localBWAware,200,600,8,1578.1285042762756,False,3.198142364162263,4.296665190261531
1877,cl2,8,2,1,2,True,1,1,localBWAware,200,600,16,3152.381470012665,False,3.498638766018411,4.296665190261531
1878,cl2,8,2,1,2,True,1,1,localBWAware,200,600,24,4726.634492111206,False,3.6745520198623387,4.296665190261531
1879,cl2,8,2,1,2,True,1,1,localBWAware,100,900,8,1684.1148533821108,False,3.2263717062189596,4.463892988985907
1880,cl2,8,2,1,2,True,1,1,localBWAware,100,900,16,3361.4026293754578,False,3.5265205354516946,4.463892988985907
1881,cl2,8,2,1,2,True,1,1,localBWAware,100,900,24,5038.69053440094,False,3.7023176857363636,4.463892988985907
1882,cl2,8,2,1,2,True,1,1,localBWAware,100,600,8,1684.265653896332,False,3.226410592461827,4.290034611362518
1883,cl2,8,2,1,2,True,1,1,localBWAware,100,600,16,3361.5534298896787,False,3.526540018497732,4.290034611362518
1884,cl2,8,2,1,2,True,1,1,localBWAware,100,600,24,5038.841334915161,False,3.7023306833298317,4.290034611362518
1885,cl2,8,2,1,2,True,1,1,baseline,200,900,8,1577.9777037620543,False,3.198100862497282,4.468347330412158
1886,cl2,8,2,1,2,True,1,1,baseline,200,900,16,3152.2306694984436,False,3.498617990170585,4.468347330412158
1887,cl2,8,2,1,2,True,1,1,baseline,200,900,24,4726.4836915969845,False,3.674538163729383,4.468347330412158
1888,cl2,8,2,1,2,True,1,1,baseline,200,600,8,1578.1285042762756,False,3.198142364162263,4.296665190261531
1889,cl2,8,2,1,2,True,1,1,baseline,200,600,16,3152.381470012665,False,3.498638766018411,4.296665190261531
1890,cl2,8,2,1,2,True,1,1,baseline,200,600,24,4726.634492111206,False,3.6745520198623387,4.296665190261531
